"VisitNo","QAQC","Boat","Crew","Location","Visit.Date","Station","Weather","WindWaves","WindDirection","Tide","Secchi","SurfTemp","DO","SC","pH","Turbidity","Phycocyanin","Chlorophyll","FDOM","Microcystis","SondeNo","Wetland","DataQuality","QuestionableData","SiteComments","newStation","newLocation"
7815,"true","Mudsucker","DC;ED;AM;SS","Nurse-Denverton","04/03/2023","NURS-EXT-BRAD-E","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," N"," 2=ebb",17,12.8,9.71,1149,7.5,43.7,0.48,1.76,25.9," 1=absent",2," Inside",NA," false"," -","NURS-EXT-BRAD-E","Nurse-Denverton"
7813,"true","Mudsucker","DC;ED;AM;SS","Nurse-Denverton","04/03/2023","NURS-EXT-BRAD-W","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," E"," 1=high slack",22,13,9.84,902,7.6,38,0.33,1.31,20.2," 1=absent",2," Inside",NA," false"," ","NURS-EXT-BRAD-W","Nurse-Denverton"
8490,"true","Mudsucker","AC;ED;AM;SS","Nurse-Denverton","12/26/2023","NURS-LHB-NE","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 4=flood",73,10.1,8.9,7729,7.3,9.3,0.19,0.68,20.2," 1=absent",2," Inside",NA," false"," ","NURS-LHB-NE","Nurse-Denverton"
8489,"true","Mudsucker","AC;ED;AM;SS","Nurse-Denverton","12/26/2023","NURS-LHB-NE","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 4=flood",60,10.5,9.06,7592,7.3,9.7,0.18,0.57,16.6," 1=absent",2," Inside",NA," false"," ","NURS-LHB-NE","Nurse-Denverton"
8421,"true","Mudsucker","AC;DMC;ED;DH;AM","Nurse-Denverton","11/28/2023","NURS-EXT-BRAD-W","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 4=flood",37,10.2,8.94,7987,7.4,23.2,0.29,1.17,37.7," 1=absent",2," Inside",NA," false"," ","NURS-EXT-BRAD-W","Nurse-Denverton"
7688,"true","SeaArk","DMC;GP","Nurse-Denverton","03/27/2023","NURS-UNK","1=0-33% clouds","0=Calm; glassy"," NW"," 2=ebb",17,11.9,8.98,1079,7.3,41.8,0.82,1.54,32.1," 1=absent",1," Inside",NA," false"," GPS#5; accuracy 3m","NURS-EXT-BRAD-E","Nurse-Denverton"
7466,"true","Mudsucker","CB;AC;ED;GU","Nurse-Denverton","04/04/2023","NURS-LHB-SW","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," NW"," 4=flood",23,12.9,9.9,813,7.6,30.7,0.33,0.98,18915," 1=absent",2," Inside",NA," false"," Guest Danie","NURS-LHB-SW","Nurse-Denverton"
7814,"true","Mudsucker","DC;ED;AM;SS","Nurse-Denverton","04/03/2023","NURS-LHB-NE","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," N"," 2=ebb",26,13.5,9.88,783,7.6,33,0.31,0.94,17.9," 1=absent",2," Inside",NA," false"," ","NURS-LHB-NE","Nurse-Denverton"
8423,"true","Mudsucker","AC;DMC;ED;DH;AM","Nurse-Denverton","11/28/2023","NURS-EXT-BRAD-E","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 4=flood",39,8.2,8.45,7296,7.2,18.3,0.59,2.93,44.9," 1=absent",2," Inside",NA," false"," ","NURS-EXT-BRAD-E","Nurse-Denverton"
7271,"true","Mudsucker","AC;ED;GP;KS","Nurse-Denverton","01/19/2023","NURS-LHB-SW","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," NW"," 4=flood",12,10.1,8.56,894,7.3,97.8,1.07,1.06,22.9," 1=absent",1," Inside",NA," false"," ","NURS-LHB-SW","Nurse-Denverton"
7812,"true","Mudsucker","DC;ED;AM;SS","Nurse-Denverton","04/03/2023","NURS-EXT-ARNO-SW","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," E"," 4=flood",24,12.8,9.88,833,7.6,33.5,0.33,0.9,19.4," 1=absent",2," Inside",NA," false"," ","NURS-EXT-ARNO-SW","Nurse-Denverton"
7811,"true","Mudsucker","DC;ED;AM;SS","Nurse-Denverton","04/03/2023","NURS-EXT-BRAD-E","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 4=flood",20,12.7,9.69,1025,7.5,44.8,0.4,1.35,22.9," 1=absent",2," Inside",NA," false"," ","NURS-EXT-BRAD-E","Nurse-Denverton"
7467,"true","Mudsucker","CB;AC;ED;GU","Nurse-Denverton","04/04/2023","NURS-LHB-NE","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," NW"," 4=flood",24,12.9,10.02,759,7.6,29.2,0.33,0.9,17.9," 1=absent",2," Inside",NA," false"," ","NURS-LHB-NE","Nurse-Denverton"
8422,"true","Mudsucker","AC;DMC;ED;DH;AM","Nurse-Denverton","11/28/2023","NURS-LHB-NE","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 4=flood",35,10,8.86,8035,7.4,21.6,0.29,1.13,38," 1=absent",2," Inside",NA," false"," ","NURS-LHB-NE","Nurse-Denverton"
7272,"true","Mudsucker","AC;ED;GP;KS","Nurse-Denverton","01/19/2023","NURS-EXT-ARNO-SW","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," NW"," 4=flood",14,10.1,8.72,904,7.3,90.5,1.06,1.01,23.3," 1=absent",1," Inside",NA," false"," ","NURS-EXT-ARNO-SW","Nurse-Denverton"
8075,"true","Mudsucker","DMC;ED;AM","Nurse-Denverton","05/03/2023","NURS-EXT-BRAD-E","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," S"," 2=ebb",31,16.1,8.16,992,7.4,23.1,1.09,1.67,30.4," 1=absent",1," Inside",NA," false"," ","NURS-EXT-BRAD-E","Nurse-Denverton"
7810,"true","Mudsucker","DC;ED;AM;SS","Nurse-Denverton","04/03/2023","NURS-LHB-NE","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 4=flood",22,13,9.66,1037,7.5,37.7,0.42,1.41,23.3," 1=absent",2," Inside",NA," false"," ","NURS-LHB-NE","Nurse-Denverton"
8074,"true","Mudsucker","DMC;ED;AM","Nurse-Denverton","05/03/2023","NURS-EXT-BRAD-E","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," S"," 2=ebb",37,15.9,8.01,958,7.4,24.5,1.03,1.38,28.3," 1=absent",1," Inside",NA," false"," ","NURS-EXT-BRAD-E","Nurse-Denverton"
7925,"true","Mudsucker","MA;ED;GU;AM","Peytonia-Suisun","04/13/2023","PEYT-SUIS","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 2=ebb",27,15.6,7.84,1902,7.7,28.3,0.42,2.02,37.6," 1=absent",2," Inside",NA," false"," ","PEYT-SUIS","Peytonia-Suisun"
8066,"true","Mudsucker","DMC;ED;AM","Peytonia-Suisun","05/03/2023","PEYT-PEYT","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 4=flood",23,16,6.94,2263,7.7,41.3,1.06,2.03,52.9," 1=absent",1," Inside",NA," false"," ","PEYT-PEYT","Peytonia-Suisun"
7926,"true","Mudsucker","MA;ED;GU;AM","Peytonia-Suisun","04/13/2023","PEYT-SUIS","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 2=ebb",28,15.6,7.43,1993,7.6,36,0.44,2.08,39.2," 1=absent",1," Inside",NA," false"," ","PEYT-SUIS","Peytonia-Suisun"
7434,"true","Mudsucker","AC;ED;AM;GP","Peytonia-Suisun","03/16/2023","PEYT-SUIS","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",15,13.5,8.08,990,7.6,82.3,0.68,1.24,27.7," 1=absent",1," Inside",NA," false"," ","PEYT-SUIS","Peytonia-Suisun"
8065,"true","Mudsucker","DC;ED;AM","Peytonia-Suisun","05/03/2023","PEYT-SUIS","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 4=flood",27,16,6.69,2240,7.7,34.8,1.05,1.88,53.9," 1=absent",1," Inside",NA," false"," ","PEYT-SUIS","Peytonia-Suisun"
7465,"true","Mudsucker","CB;AC;ED;GU","Peytonia-Suisun","04/04/2023","PEYT-PEYT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",17,12.5,8.61,1412,7.7,47.7,0.42,1.73,34.4," 1=absent",2," Inside",NA," false"," GUEST: DANIE","PEYT-PEYT","Peytonia-Suisun"
7353,"true","Mudsucker","AC;DMC;ED;GU;GN","Peytonia-Suisun","02/28/2023","PEYT-SUIS","3=66-100% clouds","2= wind 4-7 mph; small wavelets"," SW"," 2=ebb",19,8.8,10.05,2975,7.8,44.7,0.48,2.06,39.4," 1=absent",2," Inside",NA," false"," LEIGH SANDERS IS GUEST","PEYT-SUIS","Peytonia-Suisun"
7351,"true","Mudsucker","AC;DMC;ED;GU;GN","Peytonia-Suisun","02/28/2023","PEYT-PEYT","3=66-100% clouds","2= wind 4-7 mph; small wavelets"," SW"," 2=ebb",11,8.4,10.05,1022,7.8,73.9,0.61,2.05,21," 1=absent",2," Inside",NA," false"," Guest: Leigh Sanders","PEYT-PEYT","Peytonia-Suisun"
7265,"true","Mudsucker","AC;ED;GP;KS","Peytonia-Suisun","01/19/2023","PEYT-PEYT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",22,10.3,7.95,1026,7.5,38.5,0.93,1.5,37.6," 1=absent",1," Inside",NA," false"," ","PEYT-PEYT","Peytonia-Suisun"
7352,"true","Mudsucker","AC;DMC;ED;GU;GN","Peytonia-Suisun","02/28/2023","PEYT-SUIS","4=rain","2= wind 4-7 mph; small wavelets"," SW"," 2=ebb",15,8.7,9.75,2857,7.7,48.6,0.55,2.42,37," 1=absent",2," Inside",NA," false"," Guest: Leigh Sanders","PEYT-SUIS","Peytonia-Suisun"
7464,"true","Mudsucker","CB;AC;ED;GU","Peytonia-Suisun","04/04/2023","PEYT-PEYT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",19,12.7,8.51,1414,7.7,38.8,0.37,1.52,34.8," 1=absent",2," Inside",NA," false"," guest Danie","PEYT-PEYT","Peytonia-Suisun"
7266,"true","Mudsucker","AC;ED;GP;KS","Peytonia-Suisun","01/19/2023","PEYT-PEYT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",30,11.1,8.86,1064,7.6,24.3,0.94,1.58,34.3," 1=absent",1," Inside",NA," false"," ","PEYT-PEYT","Peytonia-Suisun"
7433,"true","Mudsucker","AC;ED;AM;GP","Peytonia-Suisun","03/16/2023","PEYT-SUIS","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NA"," 4=flood",17,13.4,7.95,959,7.6,80.1,0.63,1.28,27.3," 1=absent",1," Inside",NA," false"," ","PEYT-SUIS","Peytonia-Suisun"
7461,"true","Mudsucker","CB;AC;ED;GU","Peytonia-Suisun","04/04/2023","PEYT-SUIS","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",26,12.5,8.46,1409,7.7,33.9,0.38,1.49,35.6," 1=absent",2," Inside",1," false"," guest: Danie N C","PEYT-SUIS","Peytonia-Suisun"
7924,"true","Mudsucker","MA;ED;GU;AM","Peytonia-Suisun","04/13/2023","PEYT-SUIS","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 1=high slack",32,15.8,8.09,1844,7.6,27.8,0.45,1.96,35.4," 1=absent",2," Inside",NA," false"," guest = Marile Colindres; Brianne O'rourke","PEYT-SUIS","Peytonia-Suisun"
7270,"true","Mudsucker","AC;ED;GP;KS","Peytonia-Suisun","01/19/2023","PEYT-SUIS","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," E"," 4=flood",17,10.5,7.95,1091,7.5,56.3,1,1.39,34.8," 1=absent",1," Inside",NA," false"," ","PEYT-SUIS","Peytonia-Suisun"
7928,"true","Mudsucker","MA;ED;GU;AM","Peytonia-Suisun","04/13/2023","PEYT-PEYT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",23,16.2,7.3,2004,7.7,32.6,0.39,1.96,41.2," 1=absent",2," Inside",NA," false"," mac trawled next to salmon cage","PEYT-PEYT","Peytonia-Suisun"
7669,"true","SeaArk","DMC;GP","Peytonia-Suisun","03/22/2023","PEYT-PEYT","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," SE"," 3=low slack",NA,11.4,9.17,569,7.5,126.1,0.91,1.01,17," 1=absent",1," Inside",NA," false"," no secchi; GPS - Google","PEYT-PEYT","Peytonia-Suisun"
8508,"true","Mudsucker","AC;ED;DD;GN","Peytonia-Suisun","12/29/2023","PEYT-PEYT","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," SE"," 4=flood",39,11.7,7.42,7207,7.4,21.8,0.3,1.59,45.3," 1=absent",2," Inside",NA," false"," ","PEYT-PEYT","Peytonia-Suisun"
8063,"true","Mudsucker","DMC;ED;AM","Peytonia-Suisun","05/03/2023","PEYT-SUIS","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 4=flood",29,15.9,6.59,2253,7.7,38.3,0.98,1.86,53.5," 1=absent",1," Inside",NA," false"," ","PEYT-SUIS","Peytonia-Suisun"
7438,"true","Mudsucker","AC;ED;AM;GP","Peytonia-Suisun","03/16/2023","PEYT-PEYT","1=0-33% clouds","0=Calm; glassy"," W"," 1=high slack",11,13.5,7.83,882,7.6,85.9,0.66,1.33,26.9," 1=absent",1," Inside",NA," false"," ","PEYT-PEYT","Peytonia-Suisun"
7668,"true","SeaArk","DMC;GP","Peytonia-Suisun","03/22/2023","PEYT-PEYT","3=66-100% clouds",""," SE"," 2=ebb",NA,11,8.98,671,7.6,100.6,1.04,1.2,17.1," 1=absent",1," Inside",NA," false"," no secchi; no wind-waves; GPS - Google","PEYT-PEYT","Peytonia-Suisun"
8507,"true","Mudsucker","AC;ED;DD;GN","Peytonia-Suisun","12/29/2023","PEYT-PEYT","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," SE"," 4=flood",45,11.6,7.07,7307,7.4,22.9,0.31,1.59,44.8," 1=absent",2," Inside",NA," false"," ","PEYT-PEYT","Peytonia-Suisun"
8503,"true","Mudsucker","AC;ED;DD;GN","Peytonia-Suisun","12/29/2023","PEYT-SUIS","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," NA"," 3=low slack",41,11.6,7.26,7353,7.4,19.7,0.32,1.58,46.3," 1=absent",2," Inside",NA," false"," FDOM= 46.245","PEYT-SUIS","Peytonia-Suisun"
8506,"true","Mudsucker","AC;ED;DD;GN","Peytonia-Suisun","12/29/2023","PEYT-PEYT","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," SE"," 4=flood",44,11.6,7.23,7372,7.4,21.3,0.29,1.57,45," 1=absent",2," Inside",NA," false"," ","PEYT-PEYT","Peytonia-Suisun"
8502,"true","Mudsucker","AC;ED;DD;GN","Peytonia-Suisun","12/29/2023","PEYT-SUIS","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," NA"," 3=low slack",43,11.5,7.5,7493,7.5,20.7,0.31,1.62,44.2," 1=absent",2," Inside",NA," false"," ","PEYT-SUIS","Peytonia-Suisun"
7667,"true","SeaArk","DMC;GP","Peytonia-Suisun","03/22/2023","PEYT-SUIS","3=66-100% clouds","2= wind 4-7 mph; small wavelets"," SE"," 3=low slack",NA,12.2,8.2,1193,7.6,59.5,0.74,1.37,33," 1=absent",1," Inside",NA," false"," no secchi; GPS - Google","PEYT-SUIS","Peytonia-Suisun"
8501,"true","Mudsucker","AC;ED;DD;GN","Peytonia-Suisun","12/29/2023","PEYT-SUIS","4=rain","1=wind 1-3 mph; scaley ripples"," NA"," 2=ebb",38,11.5,7.41,7555,7.4,20.2,0.29,1.65,44.1," 1=absent",2," Inside",NA," false"," ","PEYT-SUIS","Peytonia-Suisun"
7929,"true","Mudsucker","MA;ED;GU;AM","Peytonia-Suisun","04/13/2023","PEYT-PEYT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 2=ebb",30,17.2,8.61,2059,7.8,29.3,0.34,1.9,40," 1=absent",2," Inside",NA," false"," ","PEYT-PEYT","Peytonia-Suisun"
7670,"true","SeaArk","DMC;SH","Other","03/23/2023","Other","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",29,11.5,7.87,2028,7,24.1,0.77,2.3,52.7," 1=absent",1," Inside",NA," false"," Location is Potrero","POTR-UNK","Potrero Marsh"
7563,"true","Mudsucker","CB;AC;DMC;GP","Potrero Marsh","03/30/2023","POTR-UNK","1=0-33% clouds","0=Calm; glassy"," W"," 2=ebb",23,10.9,7.23,2022,6.9,30.1,0.4,2.27,41.5," 1=absent",2," Inside",NA," false"," At West Marsh control structure. ","POTR-UNK","Potrero Marsh"
7843,"true","Airboat","MA;SH;AM;GN","Potrero Marsh","03/30/2023","POTR-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",25,12,6.18,2010,6.8,48,0.79,2.68,42.5," 1=absent",1," Inside",1," false"," MAC was done by other crew (cast/retrieve)","POTR-UNK","Potrero Marsh"
7671,"true","SeaArk","DMC;SH","Other","03/23/2023","Other","1=0-33% clouds","0=Calm; glassy"," W"," 2=ebb",31,11.6,7.69,2234,6.9,24.5,0.73,2.21,51.2," 1=absent",1," Inside",NA," false"," location is Potrero","POTR-UNK","Potrero Marsh"
7681,"true","SeaArk","DMC;SH","Other","03/23/2023","Other","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",34,11.7,8.26,1963,7,26.2,0.8,2.31,52.4," 1=absent",1," Inside",NA," false"," location is Potrero; GPS #5; accuracy 2m; depth greater than 2m","POTR-UNK","Potrero Marsh"
7837,"true","Airboat","MA;SH;AM;GN","Potrero Marsh","03/30/2023","POTR-UNK","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",25,12.7,7.54,2031,7,39.7,0.84,2.34,44.5," 1=absent",1," Inside",NA," false"," Samples taken at levee edge of Potrero","POTR-UNK","Potrero Marsh"
7839,"true","Airboat","MA;SH;AM;GN","Potrero Marsh","03/30/2023","POTR-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",29,12.2,4.84,2012,6.7,43.8,0.8,2.69,45.1," 1=absent",1," Inside",NA," false"," ","POTR-UNK","Potrero Marsh"
7820,"true","Airboat","MA;DMC;SH;GN","Prospect Island","05/10/2023","PROS-S","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",130,16,8.35,120,7,3.9,0.56,0.37,7.2," 1=absent",1," Inside",NA," false"," Near breach","PROS-S","Prospect Island"
7817,"true","Airboat","MA;DMC;SH;GN","Prospect Island","05/10/2023","PROS-S","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",80,15.2,9.74,123,7.3,4.8,0.69,0.59,9.7," 1=absent",1," Inside",NA," false"," Vegetation doesn't sum to 100.","PROS-S","Prospect Island"
7654,"true","Kayak","DMC;GN","Prospect Island","04/25/2023","PROS-S","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",NA,18.1,9.47,160,8,3.3,0.55,0.9,8.3," 1=absent",1," Inside",NA," false"," boat: truck + kayak; no secchi; GPS - Google","PROS-S","Prospect Island"
7819,"true","Airboat","MA;DMC;SH;GN","Prospect Island","05/10/2023","PROS-S","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," SW"," 2=ebb",90,17.3,9.39,153,7.6,3.8,0.65,0.79,8.7," 1=absent",1," Inside",NA," false"," ","PROS-S","Prospect Island"
7656,"true","Truck","DMC;GN","Prospect Island","04/25/2023","PROS-N","1=0-33% clouds","0=Calm; glassy"," W"," 2=ebb",NA,18.5,2.25,902,7.4,3.8,0.58,2.19,85," 1=absent",1," Inside",NA," false"," boat: truck + kayak; GPS - Google; no secchi","PROS-N","Prospect Island"
7818,"true","Airboat","MA;DMC;SH;GN","Prospect Island","05/10/2023","PROS-S","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",36,16.9,5.52,162,7,16.8,1.34,4.87,9.5," 1=absent",1," Inside",NA," false"," ","PROS-S","Prospect Island"
7655,"true","Kayak","DMC;GN","Prospect Island","04/25/2023","PROS-S","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",NA,18.1,9.47,160,7.9,3.6,0.49,0.67,8.4," 1=absent",1," Inside",NA," false"," boat: truck + kayak; GPS - Google; no secchi","PROS-S","Prospect Island"
7653,"true","Kayak","DMC;GN","Prospect Island","04/25/2023","PROS-S","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",NA,18,9.32,161,8.1,2.9,0.5,0.85,8.1," 1=absent",1," Inside",NA," false"," boat: truck + kayak; no secchi; GPS from Google","PROS-S","Prospect Island"
7838,"true","Chinook","CB;DNC;SH;GN","Rush Ranch","04/12/2023","RUSH-S","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NA"," 2=ebb",19,16.5,7.69,2105,7.7,61.1,0.52,2.36,36.2," 1=absent",2," Inside",NA," false"," hit bottom - sample tossed no 4th mac sample for today; tide too low. no samples in this datasheet;scanned for completeness","RUSH-S","Rush Ranch"
7665,"true","SeaArk","DMC;GP","Rush Ranch","03/22/2023","RUSH-UNK","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," E"," 2=ebb",NA,11,9.53,791,7.4,43.7,1,2.8,46," 1=absent",1," Inside",NA," false"," no secchi; GPS - Google","RUSH-UNK","Rush Ranch"
7666,"true","SeaArk","DMC;GP","Rush Ranch","03/22/2023","RUSH-UNK","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," E"," 2=ebb",NA,10.4,7.19,1713,7.3,23.3,0.8,2.06,55.7," 1=absent",1," Inside",NA," false"," no secchi; GPS - Google","RUSH-N","Rush Ranch"
7831,"true","Chinook","CB;DNC;SH;GN","Rush Ranch","04/12/2023","RUSH-N","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",14,15.6,7.42,2212,7.5,37.7,0.66,3.02,39.5," 1=absent",2," Inside",NA," false"," ","RUSH-N","Rush Ranch"
7664,"true","SeaArk","DMC;GP","Rush Ranch","03/22/2023","RUSH-UNK","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," E"," 2=ebb",NA,10.4,7.7,1733,7.2,14.2,0.74,2.28,61.8," 1=absent",1," Inside",NA," false"," no secchi; GPS - Google","RUSH-S","Rush Ranch"
7833,"true","Chinook","CB;DMC;DNC;SH;GN","Rush Ranch","04/12/2023","RUSH-S","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",17,15.6,7.61,2133,7.7,3.9,0.47,2.49,39.7," 1=absent",2," Inside",NA," false"," ","RUSH-S","Rush Ranch"
7834,"true","Chinook","CB;DNC;SH;GN","Rush Ranch","04/12/2023","RUSH-S","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",23,15.9,7.83,2067,7.7,34.1,0.49,2.21,39.7," 1=absent",2," Inside",NA," false"," MAC hit bottom cannot redo because it was too shallow","RUSH-S","Rush Ranch"
7835,"true","Chinook","CB;DNC;SH;GN","Rush Ranch","04/12/2023","RUSH-S","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",19,16.4,7.77,2067,7.7,46.2,0.5,2.13,36.2," 1=absent",2," Inside",NA," false"," ","RUSH-S","Rush Ranch"
7832,"true","Chinook","CB;DMC;DNC;SH;GN","Rush Ranch","04/12/2023","RUSH-N","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",20,16.4,6.46,2533,7.5,47.1,0.9,3.7,40.4," 1=absent",2," Inside",NA," false"," point samples taken at side channel N. Point samples only","RUSH-N","Rush Ranch"
8487,"true","Mudsucker","ED;DD;GU;AM","Ryer Island","12/22/2023","RYER-N","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",39,11.9,9.06,17688,7.6,21.1,0.18,0.44,7.9," 1=absent",2," Inside",NA," false"," ","RYER-N","Ryer Island"
8561,"true","Chinook","MA;DMC;SH;AM","Ryer Island","11/14/2023","RYER-UNK","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 2=ebb",96,14.7,7.31,14931,7.2,3.9,0.13,0.6,9.4," 1=absent",2," Inside",NA," false"," ","RYER-N","Ryer Island"
8486,"true","Mudsucker","ED;DD;GU;AM","Ryer Island","12/22/2023","RYER-N","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",57,11.6,8.85,17263,7.5,8.5,0.1,0.38,8.7," 1=absent",2," Inside",NA," false"," ","RYER-N","Ryer Island"
7521,"true","SeaArk","DC;DMC","Ryer Island","04/10/2023","RYER-N","1=0-33% clouds","0=Calm; glassy"," SW"," 2=ebb",56,14.8,7.72,442,7.2,14.9,0.4,0.83,14.6," 1=absent",1," Inside",NA," false"," GPS#5; accuracy 2m","RYER-N","Ryer Island"
8224,"true","Kvichak","CB;ED;GU;AM","Ryer Island","09/05/2023","RYER-S","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",58,21.1,6.85,10591,7.2,8.2,0.22,0.28,10.7," 2=low",1," Inside",NA," false"," tides shifting/wonky","RYER-S","Ryer Island"
8488,"true","Mudsucker","ED;DD;GU;AM","Ryer Island","12/22/2023","RYER-CH-LG-M","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",51,11.7,8.9,17221,7.5,14,0.16,0.4,8.7," 1=absent",2," Inside",NA," false"," ","RYER-CH-LG-M","Ryer Island"
7848,"true","Chinook","CB;GU;SH;GN","Ryer Island","04/18/2023","RYER-S","2=33-66% clouds","2= wind 4-7 mph; small wavelets"," W"," 2=ebb",40,15.2,10.16,193,7.8,16.8,0.85,0.7,10," 1=absent",1," Inside",NA," false"," ","RYER-S","Ryer Island"
8409,"true","Kvichak","AC;ED;DH;SH","Ryer Island","10/11/2023","RYER-CH-LG-M","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 1=high slack",67,19.6,8.67,12704,7.9,8.1,0.16,0.44,7.1," 1=absent",2," Inside",NA," false"," ","RYER-CH-LG-M","Ryer Island"
7523,"true","SeaArk","DC;DMC","Ryer Island","04/10/2023","RYER-N","1=0-33% clouds","0=Calm; glassy"," SW"," 2=ebb",41,14.9,9.7,266,7.5,13.3,0.36,0.54,12.7," 1=absent",1," Inside",NA," false"," GPS#5; accuracy 2m","RYER-N","Ryer Island"
8549,"true","Chinook","MA;DMC;SH;AM","Ryer Island","11/14/2023","RYER-UNK","2=33-66% clouds","0=Calm; glassy"," NE"," 4=flood",95,15.9,8.98,13765,7.7,5.4,0.14,0.54,7.2," 1=absent",2," Inside",NA," false"," ","RYER-S","Ryer Island"
8548,"true","Chinook","MA;DMC;SH;AM","Ryer Island","11/14/2023","RYER-UNK","2=33-66% clouds","0=Calm; glassy"," NE"," 4=flood",75,15.8,8.71,15689,7.6,7.7,0.15,0.48,7.2," 1=absent",2," Inside",NA," false"," FAVGEN for site veg (unable to ID from a distance)","RYER-N","Ryer Island"
7302,"true","Mudsucker","ED;SH;GP;KS","Ryer Island","01/26/2023","RYER-S","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," NE"," 2=ebb",14,8.5,10.45,344,7.4,95.1,0.53,0.64,13.4," 1=absent",2," Inside",NA," false"," ","RYER-S","Ryer Island"
